"cell_id","cell_class","variant_id","scenario_id","n_x","n_y","moment_type","interval_id","metric","successes","denominator","estimate","mcse","wilson_lower","wilson_upper"
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","enclosure_statistical_limit_hit",15,2032,0.00738188976377953,0.00189894778511625,0.00447863894622308,0.0121441971170024
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","continuum_no_root_certified",72,2032,0.0354330708661417,0.00410117903365734,0.0282313910182992,0.0443879468874799
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","grid_only_no_root",72,2032,0.0354330708661417,0.00410117903365734,0.0282313910182992,0.0443879468874799
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","grid_continuum_no_root_disagreement",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","reversal_certified",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","grid_only_reversal_certified",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","direction_correct",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_direction_report",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_sign_report",107,2032,0.0526574803149606,0.00495474947531258,0.0437629631125504,0.0632401917140948
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_reversal_report",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_no_root_report",72,2032,0.0354330708661417,0.00410117903365734,0.0282313910182992,0.0443879468874799
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","budget_rejected",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_budget_rejection",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","zero_budget_diagnostic_applicable",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","zero_budget_rejected",0,2032,0,0,0,0.00188691452571133
